slug,locale,missing_intent,priority
reservation-and-transportation-ticket-agents-and-travel-clerks,en,skills,medium
reservation-and-transportation-ticket-agents-and-travel-clerks,en,fit,low
reservation-and-transportation-ticket-agents-and-travel-clerks,en,adjacent,low
reservation-and-transportation-ticket-agents-and-travel-clerks,en,education,low
reservation-and-transportation-ticket-agents-and-travel-clerks,en,certification,low
residential-advisors,zh-CN,what-is,high
residential-advisors,zh-CN,salary,low
residential-advisors,zh-CN,career-path,medium
residential-advisors,zh-CN,skills,medium
residential-advisors,zh-CN,fit,low
residential-advisors,zh-CN,adjacent,low
residential-advisors,zh-CN,education,low
residential-advisors,zh-CN,certification,low
residential-advisors,en,what-is,high
residential-advisors,en,salary,low
residential-advisors,en,career-path,medium
residential-advisors,en,skills,medium
residential-advisors,en,fit,low
residential-advisors,en,adjacent,low
residential-advisors,en,education,low
residential-advisors,en,certification,low
respiratory-therapists,zh-CN,what-is,high
respiratory-therapists,zh-CN,salary,low
respiratory-therapists,zh-CN,career-path,medium
respiratory-therapists,zh-CN,skills,medium
respiratory-therapists,zh-CN,fit,low
respiratory-therapists,zh-CN,adjacent,low
respiratory-therapists,zh-CN,education,low
respiratory-therapists,zh-CN,certification,low
respiratory-therapists,en,what-is,high
respiratory-therapists,en,salary,low
respiratory-therapists,en,career-path,medium
respiratory-therapists,en,skills,medium
respiratory-therapists,en,fit,low
respiratory-therapists,en,adjacent,low
respiratory-therapists,en,education,low
respiratory-therapists,en,certification,low
retail-loss-prevention-specialists,zh-CN,what-is,high
retail-loss-prevention-specialists,zh-CN,salary,low
retail-loss-prevention-specialists,zh-CN,career-path,medium
retail-loss-prevention-specialists,zh-CN,skills,medium
retail-loss-prevention-specialists,zh-CN,fit,low
retail-loss-prevention-specialists,zh-CN,adjacent,low
retail-loss-prevention-specialists,zh-CN,education,low
retail-loss-prevention-specialists,zh-CN,certification,low
retail-loss-prevention-specialists,en,what-is,high
retail-loss-prevention-specialists,en,salary,low
retail-loss-prevention-specialists,en,career-path,medium
retail-loss-prevention-specialists,en,skills,medium
retail-loss-prevention-specialists,en,AI-impact,low
retail-loss-prevention-specialists,en,fit,low
retail-loss-prevention-specialists,en,adjacent,low
retail-loss-prevention-specialists,en,education,low
retail-loss-prevention-specialists,en,certification,low
retail-sales-workers,zh-CN,what-is,high
retail-sales-workers,zh-CN,salary,low
retail-sales-workers,zh-CN,career-path,medium
retail-sales-workers,zh-CN,skills,medium
retail-sales-workers,zh-CN,fit,low
retail-sales-workers,zh-CN,adjacent,low
retail-sales-workers,zh-CN,education,low
retail-sales-workers,zh-CN,certification,low
retail-sales-workers,en,what-is,high
retail-sales-workers,en,salary,low
retail-sales-workers,en,career-path,medium
retail-sales-workers,en,skills,medium
retail-sales-workers,en,AI-impact,low
retail-sales-workers,en,fit,low
retail-sales-workers,en,adjacent,low
retail-sales-workers,en,education,low
retail-sales-workers,en,certification,low
retail-salespersons,zh-CN,what-is,high
retail-salespersons,zh-CN,salary,low
retail-salespersons,zh-CN,career-path,medium
retail-salespersons,zh-CN,skills,medium
retail-salespersons,zh-CN,AI-impact,low
retail-salespersons,zh-CN,fit,low
retail-salespersons,zh-CN,adjacent,low
retail-salespersons,zh-CN,education,low
retail-salespersons,zh-CN,certification,low
retail-salespersons,en,what-is,high
retail-salespersons,en,salary,low
retail-salespersons,en,career-path,medium
retail-salespersons,en,skills,medium
retail-salespersons,en,AI-impact,low
retail-salespersons,en,fit,low
retail-salespersons,en,adjacent,low
retail-salespersons,en,education,low
retail-salespersons,en,certification,low
riggers,zh-CN,what-is,high
riggers,zh-CN,salary,low
riggers,zh-CN,career-path,medium
riggers,zh-CN,skills,medium
riggers,zh-CN,fit,low
riggers,zh-CN,adjacent,low
riggers,zh-CN,education,low
riggers,zh-CN,certification,low
riggers,en,what-is,high
riggers,en,salary,low
riggers,en,career-path,medium
riggers,en,skills,medium
riggers,en,fit,low
riggers,en,adjacent,low
riggers,en,education,low
riggers,en,certification,low
robotics-engineers,zh-CN,what-is,high
robotics-engineers,zh-CN,salary,low
robotics-engineers,zh-CN,career-path,medium
robotics-engineers,zh-CN,skills,medium
robotics-engineers,zh-CN,fit,low
robotics-engineers,zh-CN,adjacent,low
robotics-engineers,zh-CN,education,low
robotics-engineers,zh-CN,certification,low
robotics-engineers,en,what-is,high
robotics-engineers,en,salary,low
robotics-engineers,en,career-path,medium
robotics-engineers,en,skills,medium
robotics-engineers,en,fit,low
robotics-engineers,en,adjacent,low
robotics-engineers,en,education,low
robotics-engineers,en,certification,low
robotics-technicians,zh-CN,what-is,high
robotics-technicians,zh-CN,salary,low
robotics-technicians,zh-CN,career-path,medium
robotics-technicians,zh-CN,skills,medium
robotics-technicians,zh-CN,AI-impact,low
robotics-technicians,zh-CN,fit,low
robotics-technicians,zh-CN,adjacent,low
robotics-technicians,zh-CN,education,low
robotics-technicians,zh-CN,certification,low
robotics-technicians,en,what-is,high
robotics-technicians,en,salary,low
robotics-technicians,en,career-path,medium
robotics-technicians,en,skills,medium
robotics-technicians,en,AI-impact,low
robotics-technicians,en,fit,low
robotics-technicians,en,adjacent,low
robotics-technicians,en,education,low
robotics-technicians,en,certification,low
rock-splitters-quarry,zh-CN,what-is,high
rock-splitters-quarry,zh-CN,salary,low
rock-splitters-quarry,zh-CN,career-path,medium
rock-splitters-quarry,zh-CN,skills,medium
rock-splitters-quarry,zh-CN,fit,low
rock-splitters-quarry,zh-CN,adjacent,low
rock-splitters-quarry,zh-CN,education,low
rock-splitters-quarry,zh-CN,certification,low
rock-splitters-quarry,en,what-is,high
rock-splitters-quarry,en,salary,low
rock-splitters-quarry,en,career-path,medium
rock-splitters-quarry,en,skills,medium
rock-splitters-quarry,en,fit,low
rock-splitters-quarry,en,adjacent,low
rock-splitters-quarry,en,education,low
rock-splitters-quarry,en,certification,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,what-is,high
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,salary,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,career-path,medium
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,skills,medium
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,fit,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,adjacent,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,education,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,certification,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,what-is,high
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,salary,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,career-path,medium
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,skills,medium
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,AI-impact,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,fit,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,adjacent,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,education,low
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,certification,low
roof-bolters-mining,zh-CN,what-is,high
roof-bolters-mining,zh-CN,salary,low
roof-bolters-mining,zh-CN,career-path,medium
roof-bolters-mining,zh-CN,skills,medium
roof-bolters-mining,zh-CN,AI-impact,low
roof-bolters-mining,zh-CN,fit,low
roof-bolters-mining,zh-CN,adjacent,low
roof-bolters-mining,zh-CN,education,low
roof-bolters-mining,zh-CN,certification,low
roof-bolters-mining,en,what-is,high
roof-bolters-mining,en,salary,low
roof-bolters-mining,en,career-path,medium
roof-bolters-mining,en,skills,medium
roof-bolters-mining,en,AI-impact,low
roof-bolters-mining,en,fit,low
roof-bolters-mining,en,adjacent,low
roof-bolters-mining,en,education,low
roof-bolters-mining,en,certification,low
roofers,zh-CN,what-is,high
roofers,zh-CN,salary,low
roofers,zh-CN,career-path,medium
roofers,zh-CN,skills,medium
roofers,zh-CN,fit,low
roofers,zh-CN,adjacent,low
roofers,zh-CN,education,low
roofers,zh-CN,certification,low
roofers,en,what-is,high
roofers,en,salary,low
roofers,en,career-path,medium
roofers,en,skills,medium
roofers,en,AI-impact,low
roofers,en,fit,low
roofers,en,adjacent,low
roofers,en,education,low
roofers,en,certification,low
rotary-drill-operators-oil-and-gas,zh-CN,what-is,high
rotary-drill-operators-oil-and-gas,zh-CN,salary,low
rotary-drill-operators-oil-and-gas,zh-CN,career-path,medium
rotary-drill-operators-oil-and-gas,zh-CN,skills,medium
rotary-drill-operators-oil-and-gas,zh-CN,AI-impact,low
rotary-drill-operators-oil-and-gas,zh-CN,fit,low
rotary-drill-operators-oil-and-gas,zh-CN,adjacent,low
rotary-drill-operators-oil-and-gas,zh-CN,education,low
rotary-drill-operators-oil-and-gas,zh-CN,certification,low
rotary-drill-operators-oil-and-gas,en,what-is,high
rotary-drill-operators-oil-and-gas,en,salary,low
rotary-drill-operators-oil-and-gas,en,career-path,medium
rotary-drill-operators-oil-and-gas,en,skills,medium
rotary-drill-operators-oil-and-gas,en,AI-impact,low
rotary-drill-operators-oil-and-gas,en,fit,low
rotary-drill-operators-oil-and-gas,en,adjacent,low
rotary-drill-operators-oil-and-gas,en,education,low
rotary-drill-operators-oil-and-gas,en,certification,low
roustabouts-oil-and-gas,zh-CN,what-is,high
roustabouts-oil-and-gas,zh-CN,salary,low
roustabouts-oil-and-gas,zh-CN,career-path,medium
roustabouts-oil-and-gas,zh-CN,skills,medium
roustabouts-oil-and-gas,zh-CN,AI-impact,low
roustabouts-oil-and-gas,zh-CN,fit,low
roustabouts-oil-and-gas,zh-CN,adjacent,low
roustabouts-oil-and-gas,zh-CN,education,low
roustabouts-oil-and-gas,zh-CN,certification,low
sailors-and-marine-oilers,zh-CN,what-is,high
sailors-and-marine-oilers,zh-CN,salary,low
sailors-and-marine-oilers,zh-CN,career-path,medium
sailors-and-marine-oilers,zh-CN,skills,medium
sailors-and-marine-oilers,zh-CN,fit,low
sailors-and-marine-oilers,zh-CN,adjacent,low
sailors-and-marine-oilers,zh-CN,education,low
sailors-and-marine-oilers,zh-CN,certification,low
sailors-and-marine-oilers,en,what-is,high
sailors-and-marine-oilers,en,salary,low
sailors-and-marine-oilers,en,career-path,medium
sailors-and-marine-oilers,en,skills,medium
sailors-and-marine-oilers,en,AI-impact,low
sailors-and-marine-oilers,en,fit,low
sailors-and-marine-oilers,en,adjacent,low
sailors-and-marine-oilers,en,education,low
sailors-and-marine-oilers,en,certification,low
sales-engineers,zh-CN,what-is,high
sales-engineers,zh-CN,salary,low
sales-engineers,zh-CN,career-path,medium
sales-engineers,zh-CN,skills,medium
sales-engineers,zh-CN,AI-impact,low
sales-engineers,zh-CN,fit,low
sales-engineers,zh-CN,adjacent,low
sales-engineers,zh-CN,education,low
sales-engineers,zh-CN,certification,low
sales-engineers,en,what-is,high
sales-engineers,en,salary,low
sales-engineers,en,career-path,medium
sales-engineers,en,skills,medium
sales-engineers,en,AI-impact,low
sales-engineers,en,fit,low
sales-engineers,en,adjacent,low
sales-engineers,en,education,low
sales-engineers,en,certification,low
sales-managers,zh-CN,what-is,high
sales-managers,zh-CN,salary,low
sales-managers,zh-CN,career-path,medium
sales-managers,zh-CN,skills,medium
sales-managers,zh-CN,AI-impact,low
sales-managers,zh-CN,fit,low
sales-managers,zh-CN,adjacent,low
sales-managers,zh-CN,education,low
sales-managers,zh-CN,certification,low
sales-managers,en,what-is,high
sales-managers,en,salary,low
sales-managers,en,career-path,medium
sales-managers,en,skills,medium
sales-managers,en,AI-impact,low
sales-managers,en,fit,low
sales-managers,en,adjacent,low
sales-managers,en,education,low
sales-managers,en,certification,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,what-is,high
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,salary,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,career-path,medium
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,skills,medium
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,AI-impact,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,fit,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,adjacent,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,education,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,certification,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,what-is,high
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,salary,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,career-path,medium
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,skills,medium
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,AI-impact,low
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,fit,low
