slug,locale,allowed_for_future_review,runtime_approved,allowed_fields_for_future_release_review,release_gate_required
solar-energy-installation-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-energy-systems-engineers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-energy-systems-engineers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-photovoltaic-installers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-photovoltaic-installers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-sales-representatives-and-assessors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-sales-representatives-and-assessors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-thermal-installers-and-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-thermal-installers-and-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sound-engineering-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sound-engineering-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
spa-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
spa-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-elementary-school,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-elementary-school,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-kindergarten,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-kindergarten,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-middle-school,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-middle-school,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-preschool,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-preschool,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-secondary-school,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-education-teachers-secondary-school,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
multimedia-artists-and-animators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
multimedia-artists-and-animators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-forces,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-forces,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-forces-officers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
special-forces-officers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
speech-language-pathology-assistants,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
speech-language-pathology-assistants,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
speech-language-pathologists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
speech-language-pathologists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sports-medicine-physicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sports-medicine-physicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stationary-engineers-and-boiler-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stationary-engineers-and-boiler-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
statistical-assistants,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
statistical-assistants,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
statisticians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
statisticians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stockers-and-order-fillers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stockers-and-order-fillers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stone-cutters-and-carvers-manufacturing,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stone-cutters-and-carvers-manufacturing,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stonemasons,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
stonemasons,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
structural-metal-fabricators-and-fitters,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
structural-metal-fabricators-and-fitters,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
substance-abuse-and-behavioral-disorder-counselors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
substance-abuse-and-behavioral-disorder-counselors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
substance-abuse-behavioral-disorder-and-mental-health-counselors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
substance-abuse-behavioral-disorder-and-mental-health-counselors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
substitute-teachers-short-term,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
substitute-teachers-short-term,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
subway-and-streetcar-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
subway-and-streetcar-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
supply-chain-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
